ID,Name,Cost,Type,Race,Rarity,Attack,Health,Tribe,Keywords,Card Text
"pyro_m21","Inferno Drake",7,"MINION","PYROCLAST","EPIC",8,7,"DRAGON","BLITZ, DOUBLE_STRIKE, DRAIN, DEPLOY","BLITZ. DOUBLE STRIKE. DRAIN. Deal 3 damage to all enemy minions"
"pyro_m22","Primordial Inferno",8,"MINION","PYROCLAST","EPIC",9,8,"ELEMENTAL","BLITZ, DOUBLE_STRIKE, SWIFT, DRAIN, DEPLOY","BLITZ. DOUBLE STRIKE. DRAIN. Deal 4 damage to all enemies"
"void_s1","Shadow Bolt",1,"SPELL","VOIDBORN","COMMON",,,"","","Deal 3 damage"
"void_s2","Void Drain",2,"SPELL","VOIDBORN","COMMON",,,"","","Deal 3 damage. Restore 3 health to your hero"
"void_s3","Tendrils of Darkness",3,"SPELL","VOIDBORN","RARE",,,"","","Deal 2 damage to all enemy minions"
"void_s4","Devour Essence",4,"SPELL","VOIDBORN","COMMON",,,"","","Deal 5 damage. Draw a card"
"void_s5","Oblivion",6,"SPELL","VOIDBORN","RARE",,,"","","Deal 4 damage to all enemy minions"
"void_st1","Void Altar",3,"STRUCTURE","VOIDBORN","COMMON",,,"","DEPLOY","Start of turn: Deal 2 damage to a random enemy"
"void_st2","Shadow Nexus",4,"STRUCTURE","VOIDBORN","RARE",,,"","DEPLOY","Start of turn: Draw a card"
"void_m1","Void Initiate",1,"MINION","VOIDBORN","COMMON",2,2,"VOID","CLOAK","CLOAK"
"void_m2","Shadow Creeper",1,"MINION","VOIDBORN","COMMON",2,1,"VOID","LETHAL","LETHAL"
"void_m3","Nether Wisp",1,"MINION","VOIDBORN","COMMON",2,3,"VOID","DRAIN, DOUBLE_STRIKE","DRAIN"
"void_m4","Dark Acolyte",1,"MINION","VOIDBORN","COMMON",2,2,"VOID","SWIFT","SWIFT"
"void_m5","Shade Assassin",2,"MINION","VOIDBORN","COMMON",3,2,"VOID","CLOAK, LETHAL","Deal 1 damage to a random enemy"
"void_m6","Entropy Agent",2,"MINION","VOIDBORN","COMMON",2,3,"VOID","DRAIN, DEPLOY","DRAIN. Deal 1 damage to a random enemy"
"void_m7","Void Walker",2,"MINION","VOIDBORN","COMMON",2,4,"VOID","CLOAK, DRAIN","CLOAK"
"void_m8","Umbral Leech",2,"MINION","VOIDBORN","COMMON",3,3,"VOID","DRAIN","Deal 1 damage to a random enemy"
"void_m9","Nightmare Stalker",3,"MINION","VOIDBORN","RARE",3,3,"VOID","CLOAK, LETHAL, DEPLOY","CLOAK. LETHAL. Deal 1 damage to a random enemy"
"void_m10","Thought Shredder",3,"MINION","VOIDBORN","COMMON",3,4,"VOID","LETHAL, DEPLOY","LETHAL. Draw a card"
"void_m11","Void Mirror",3,"MINION","VOIDBORN","COMMON",2,5,"VOID","DOUBLE_STRIKE, DRAIN","BARRIER. DRAIN"
"void_m12","Shadow Weaver",3,"MINION","VOIDBORN","COMMON",3,5,"VOID","CLOAK, DRAIN","Deal 2 damage to a random enemy"
"void_m13","Abyssal Horror",4,"MINION","VOIDBORN","COMMON",4,5,"VOID","CLOAK, DRAIN, DEPLOY","CLOAK. DRAIN. Deal 2 damage to a random enemy"
"void_m14","Void Reaper",4,"MINION","VOIDBORN","RARE",5,4,"VOID","LETHAL, DRAIN","LETHAL. DRAIN"
"void_m15","Phantom Devourer",4,"MINION","VOIDBORN","COMMON",3,6,"VOID","DOUBLE_STRIKE, DRAIN, CLOAK","BARRIER. CLOAK"
"void_m16","Eclipse Wraith",5,"MINION","VOIDBORN","COMMON",5,6,"VOID","BLITZ, DRAIN, SWIFT","Deal 3 damage to a random enemy"
"void_m17","Nether Goliath",5,"MINION","VOIDBORN","RARE",4,7,"VOID","BARRIER, DRAIN, DEPLOY","BARRIER. DRAIN. Deal 3 damage to a random enemy"
"void_m18","Soul Harvester",5,"MINION","VOIDBORN","COMMON",5,6,"VOID","LETHAL, DRAIN, DEPLOY","LETHAL. DRAIN. Draw a card"
"void_m19","Oblivion Herald",6,"MINION","VOIDBORN","COMMON",6,7,"VOID","CLOAK, DRAIN, LETHAL, DEPLOY","CLOAK. DRAIN. LETHAL. Deal 2 damage to all enemy minions"
"void_m20","Void Tyrant",6,"MINION","VOIDBORN","RARE",5,8,"VOID","DOUBLE_STRIKE, DRAIN, CLOAK","Deal 3 damage to all enemy minions"
"void_m21","Eldritch Colossus",7,"MINION","VOIDBORN","EPIC",7,8,"VOID","CLOAK, DRAIN, BARRIER, DEPLOY","CLOAK. DRAIN. BARRIER. Deal 3 damage to all enemy minions"
"void_m22","Void Leviathan",8,"MINION","VOIDBORN","EPIC",8,8,"VOID","CLOAK, DRAIN, LETHAL, SWIFT, DEPLOY","CLOAK. DRAIN. LETHAL. Deal 5 damage to a random enemy"
"void_prophet_of_the_endless_void","PROPHET OF THE ENDLESS VOID",9,"MINION","VOIDBORN","LEGENDARY",8,9,"","LETHAL, DRAIN, DEPLOY","Deal 9 damage to a random enemy"
"bio_s1","Primal Roar",1,"SPELL","BIOTITANS","COMMON",2,1,"","","Give a minion +2/+1"
"bio_s2","Evolutionary Leap",2,"SPELL","BIOTITANS","COMMON",2,2,"","","Give a minion +2/+2"
"bio_s3","Regrowth",3,"SPELL","BIOTITANS","COMMON",,,"","","Restore 8 health to your hero"
"bio_s4","Stampede",4,"SPELL","BIOTITANS","RARE",1,0,"","","Deal 2 damage to all enemy minions. Give all friendly minions +1/+0"
"bio_s5","Apex Evolution",5,"SPELL","BIOTITANS","RARE",2,2,"","","Give all friendly minions +2/+2"
"bio_st1","Spawning Pool",2,"STRUCTURE","BIOTITANS","COMMON",,,"","DEPLOY","Start of turn: Summon a 1/1 Beast"
"bio_st2","Evolution Chamber",3,"STRUCTURE","BIOTITANS","RARE",1,0,"","DEPLOY","Start of turn: Give all friendly minions +1/+0"
"bio_st3","Primordial Nest",4,"STRUCTURE","BIOTITANS","COMMON",,,"","DEPLOY","Start of turn: Restore 3 health to your hero"
"bio_m1","Feral Whelp",1,"MINION","BIOTITANS","COMMON",2,1,"BEAST","BLITZ, DRAIN","SWIFT"
"bio_m2","Spore Pod",1,"MINION","BIOTITANS","COMMON",1,3,"BEAST","BLITZ, DRAIN","GUARDIAN"
"bio_m3","Creeping Vine",1,"MINION","BIOTITANS","COMMON",1,2,"BEAST","DRAIN, DEPLOY","DRAIN. Restore 2 health to your hero"
"bio_m4","Razortooth Pup",1,"MINION","BIOTITANS","COMMON",2,2,"BEAST","DOUBLE_STRIKE, DRAIN","DOUBLE STRIKE"
"bio_m5","Thornback Raptor",2,"MINION","BIOTITANS","COMMON",3,2,"BEAST","SWIFT, DRAIN","SWIFT. DRAIN"
"bio_m6","Shell Guardian",2,"MINION","BIOTITANS","COMMON",1,5,"BEAST","DOUBLE_STRIKE, DRAIN","GUARDIAN. DRAIN"
"bio_m7","Fang Striker",2,"MINION","BIOTITANS","COMMON",3,3,"BEAST","DOUBLE_STRIKE","DOUBLE STRIKE"
"bio_m8","Marsh Leech",2,"MINION","BIOTITANS","COMMON",2,4,"BEAST","DRAIN, BLITZ, DEPLOY","DRAIN. Restore 2 health to your hero"
"bio_m9","Alpha Predator",3,"MINION","BIOTITANS","RARE",4,3,"BEAST","DOUBLE_STRIKE, DRAIN, BLITZ","DOUBLE STRIKE. DRAIN"
"bio_m10","Iron Tortoise",3,"MINION","BIOTITANS","COMMON",2,6,"BEAST","DOUBLE_STRIKE, DRAIN, BLITZ","Deal 1 damage to a random enemy"
"bio_m11","Venomfang Lurker",3,"MINION","BIOTITANS","COMMON",3,4,"BEAST","DRAIN, SWIFT, DEPLOY","DRAIN. Deal 1 damage to a random enemy"
"bio_m12","Primal Charger",3,"MINION","BIOTITANS","COMMON",4,4,"BEAST","SWIFT, DRAIN","Deal 2 damage to a random enemy"
"bio_m13","Stampede Rhino",4,"MINION","BIOTITANS","COMMON",4,5,"BEAST","DOUBLE_STRIKE, DRAIN, DEPLOY","GUARDIAN. DRAIN. Deal 2 damage to a random enemy"
"bio_m14","Twin-Claw Hunter",4,"MINION","BIOTITANS","RARE",4,5,"BEAST","DOUBLE_STRIKE, DRAIN, BLITZ","DOUBLE STRIKE. DRAIN"
"bio_m15","Evolving Brute",4,"MINION","BIOTITANS","COMMON",3,7,"BEAST","DOUBLE_STRIKE, DRAIN, DEPLOY","GUARDIAN. BARRIER. Give a minion +1/+1"
"bio_m16","Apex Stalker",5,"MINION","BIOTITANS","RARE",5,6,"BEAST","DOUBLE_STRIKE, DRAIN, SWIFT","DOUBLE STRIKE. DRAIN. SWIFT"
"bio_m17","Behemoth Guardian",5,"MINION","BIOTITANS","COMMON",4,8,"BEAST","DOUBLE_STRIKE, DRAIN, BLITZ","GUARDIAN. DRAIN. BARRIER"
"bio_m18","Primeval Titan",6,"MINION","BIOTITANS","COMMON",6,7,"BEAST","BLITZ, DOUBLE_STRIKE, DRAIN, DEPLOY","GUARDIAN. DOUBLE STRIKE. DRAIN. Give all friendly minions +1/+1"
"bio_m19","Rampaging Colossus",6,"MINION","BIOTITANS","RARE",7,6,"BEAST","DOUBLE_STRIKE, DRAIN, DEPLOY","DOUBLE STRIKE. DRAIN. Deal 3 damage to a random enemy"
"bio_m20","Progenitor Rex",7,"MINION","BIOTITANS","EPIC",7,8,"BEAST","GUARDIAN, DOUBLE_STRIKE, DRAIN, BARRIER, DEPLOY","GUARDIAN. DOUBLE STRIKE. DRAIN. BARRIER. Give all friendly minions +1/+1"
"bio_m21","World Serpent",9,"MINION","BIOTITANS","EPIC",9,10,"BEAST","GUARDIAN, DRAIN, DOUBLE_STRIKE, SWIFT, DEPLOY","GUARDIAN. DRAIN. DOUBLE STRIKE. Deal 3 damage to all enemy minions"
"bio_worldeater_hydra","WORLDEATER HYDRA",8,"MINION","BIOTITANS","EPIC",8,8,"BEAST","GUARDIAN, SWIFT, DRAIN, DEPLOY","Deal 4 damage to a random enemy"
"crys_s1","Crystal Shard",1,"SPELL","CRYSTALLINE","COMMON",,,"","","Deal 2 damage. Draw a card"
"crys_s2","Prismatic Shield",2,"SPELL","CRYSTALLINE","COMMON",0,4,"","BARRIER","Give a minion +0/+4 and BARRIER"
"crys_s3","Refraction Blast",3,"SPELL","CRYSTALLINE","RARE",,,"","","Deal 2 damage to all enemy minions"
"crys_s4","Diamond Plating",4,"SPELL","CRYSTALLINE","COMMON",0,3,"","","Give all friendly minions +0/+3"
"crys_s5","Resonance Cascade",5,"SPELL","CRYSTALLINE","RARE",1,1,"","","Deal 3 damage to all enemy minions. Give all friendly minions +1/+1"
"crys_st1","Crystal Pylon",2,"STRUCTURE","CRYSTALLINE","COMMON",0,1,"","DEPLOY","Start of turn: Give all friendly minions +0/+1"
"crys_st2","Gemstone Vault",3,"STRUCTURE","CRYSTALLINE","COMMON",,,"","DEPLOY","Start of turn: Draw a card"
"crys_st3","Resonance Core",4,"STRUCTURE","CRYSTALLINE","RARE",,,"","DEPLOY","Start of turn: Deal 2 damage to a random enemy"
"crys_m1","Quartz Sentry",1,"MINION","CRYSTALLINE","COMMON",1,3,"ELEMENTAL","GUARDIAN","GUARDIAN"
"crys_m2","Gem Sprite",1,"MINION","CRYSTALLINE","COMMON",1,2,"ELEMENTAL","BARRIER","BARRIER"
"crys_m3","Crystal Moth",1,"MINION","CRYSTALLINE","COMMON",2,2,"ELEMENTAL","SWIFT","SWIFT"
"crys_m4","Obsidian Defender",2,"MINION","CRYSTALLINE","COMMON",1,5,"ELEMENTAL","GUARDIAN, BARRIER","GUARDIAN. BARRIER"
"crys_m5","Topaz Striker",2,"MINION","CRYSTALLINE","COMMON",3,2,"ELEMENTAL","DOUBLE_STRIKE","DOUBLE STRIKE"
"crys_m6","Sapphire Healer",2,"MINION","CRYSTALLINE","COMMON",2,3,"ELEMENTAL","DRAIN, DEPLOY","DRAIN. Restore 2 health to your hero"
"crys_m7","Amethyst Scout",2,"MINION","CRYSTALLINE","COMMON",2,4,"ELEMENTAL","SWIFT, DRAIN","SWIFT. DRAIN"
"crys_m8","Ruby Golem",3,"MINION","CRYSTALLINE","COMMON",3,4,"CONSTRUCT","GUARDIAN, DRAIN","GUARDIAN. DRAIN"
"crys_m9","Diamond Guardian",3,"MINION","CRYSTALLINE","RARE",2,6,"ELEMENTAL","GUARDIAN, BARRIER, DEPLOY","GUARDIAN. BARRIER. Give a minion +0/+2"
"crys_m10","Prism Knight",3,"MINION","CRYSTALLINE","COMMON",3,5,"ELEMENTAL","BARRIER, DRAIN","BARRIER. DRAIN"
"crys_m11","Emerald Dancer",3,"MINION","CRYSTALLINE","COMMON",4,3,"ELEMENTAL","DOUBLE_STRIKE, SWIFT","DOUBLE STRIKE. SWIFT"
"crys_m12","Geode Sentinel",4,"MINION","CRYSTALLINE","COMMON",3,7,"ELEMENTAL","GUARDIAN, BARRIER, DRAIN","Deal 2 damage to a random enemy"
"crys_m13","Opal Ravager",4,"MINION","CRYSTALLINE","RARE",5,4,"ELEMENTAL","DOUBLE_STRIKE, DRAIN, DEPLOY","DOUBLE STRIKE. DRAIN. Deal 2 damage to a random enemy"
"crys_m14","Crystal Warden",4,"MINION","CRYSTALLINE","COMMON",3,6,"ELEMENTAL","GUARDIAN, BARRIER, DEPLOY","GUARDIAN. BARRIER. Give all friendly minions +0/+1"
"crys_m15","Resonance Drake",5,"MINION","CRYSTALLINE","RARE",5,6,"DRAGON","BARRIER, DOUBLE_STRIKE, DEPLOY","BARRIER. DOUBLE STRIKE. Deal 2 damage to a random enemy"
"crys_m16","Monolith Protector",5,"MINION","CRYSTALLINE","COMMON",3,9,"ELEMENTAL","GUARDIAN, BARRIER, DRAIN","GUARDIAN. BARRIER. DRAIN"
"crys_m17","Jade Templar",5,"MINION","CRYSTALLINE","COMMON",5,6,"ELEMENTAL","GUARDIAN, DRAIN, DEPLOY","GUARDIAN. DRAIN. Restore 4 health to your hero"
"crys_m18","Crystal Colossus",6,"MINION","CRYSTALLINE","COMMON",5,8,"ELEMENTAL","GUARDIAN, BARRIER, DRAIN, DEPLOY","GUARDIAN. BARRIER. DRAIN. Give all friendly minions +0/+2"
"crys_m19","Prismora Archon",6,"MINION","CRYSTALLINE","RARE",6,7,"ELEMENTAL","BARRIER, DOUBLE_STRIKE, DRAIN","BARRIER. DOUBLE STRIKE. DRAIN"
"crys_m20","Diamond Titan",7,"MINION","CRYSTALLINE","EPIC",6,10,"ELEMENTAL","GUARDIAN, BARRIER, DRAIN, DOUBLE_STRIKE, DEPLOY","GUARDIAN. BARRIER. DRAIN. DOUBLE STRIKE. Give all friendly minions +1/+2"
"crys_m21","Living Geode",8,"MINION","CRYSTALLINE","EPIC",7,10,"ELEMENTAL","GUARDIAN, BARRIER, DRAIN, DEPLOY","GUARDIAN. BARRIER. DRAIN. Deal 3 damage to all enemy minions"
"crys_geode_sage_lumis","GEODE SAGE LUMIS",9,"MINION","CRYSTALLINE","LEGENDARY",7,10,"","DRAIN, DEPLOY","Deal 9 damage to a random enemy"
"pc_s1","Cutlass Strike",1,"SPELL","PHANTOM_CORSAIRS","COMMON",,,"","","Deal 3 damage"
"pc_s2","Plunder",2,"SPELL","PHANTOM_CORSAIRS","COMMON",,,"","","Draw 2 cards"
"pc_s3","Ghostly Broadside",3,"SPELL","PHANTOM_CORSAIRS","RARE",,,"","","Deal 2 damage to all enemy minions"
"pc_s4","Boarding Action",4,"SPELL","PHANTOM_CORSAIRS","COMMON",,,"","","Deal 4 damage. Summon a 2/2 Phantom Pirate"
"pc_s5","Cannon Barrage",5,"SPELL","PHANTOM_CORSAIRS","RARE",,,"","","Deal 3 damage to all enemies"
"pc_st1","Smuggler's Cache",2,"STRUCTURE","PHANTOM_CORSAIRS","COMMON",,,"","DEPLOY","Start of turn: Draw a card"
"pc_st2","Ghost Cannon",3,"STRUCTURE","PHANTOM_CORSAIRS","COMMON",,,"","DEPLOY","Start of turn: Deal 2 damage to a random enemy"
"pc_st3","Pirate Hideout",4,"STRUCTURE","PHANTOM_CORSAIRS","RARE",,,"","DEPLOY","Start of turn: Summon a 1/1 Phantom Pirate"
"pc_m1","Deckhand Shade",1,"MINION","PHANTOM_CORSAIRS","COMMON",2,1,"PIRATE","CLOAK","CLOAK"
"pc_m2","Cutthroat Imp",1,"MINION","PHANTOM_CORSAIRS","COMMON",1,2,"PIRATE","SWIFT, LETHAL","SWIFT. LETHAL"
"pc_m3","Ghost Parrot",1,"MINION","PHANTOM_CORSAIRS","COMMON",2,2,"PIRATE","SWIFT","Draw a card"
"pc_m4","Smuggler Scout",1,"MINION","PHANTOM_CORSAIRS","COMMON",1,3,"PIRATE","CLOAK, DEPLOY","CLOAK. Draw a card"
"pc_m5","Phantom Cutlass",2,"MINION","PHANTOM_CORSAIRS","COMMON",3,2,"PIRATE","SWIFT, BLITZ","SWIFT. BLITZ"
"pc_m6","Spectral Swashbuckler",2,"MINION","PHANTOM_CORSAIRS","COMMON",2,3,"PIRATE","CLOAK, DRAIN","CLOAK. DRAIN"
"pc_m7","Corsair Raider",2,"MINION","PHANTOM_CORSAIRS","COMMON",3,3,"PIRATE","SWIFT","Deal 1 damage to a random enemy"
"pc_m8","Ghostly Rigger",2,"MINION","PHANTOM_CORSAIRS","COMMON",2,4,"PIRATE","DRAIN, DEPLOY","DRAIN. Deal 1 damage to a random enemy"
"pc_m9","Phantom Dagger",3,"MINION","PHANTOM_CORSAIRS","RARE",3,3,"PIRATE","CLOAK, LETHAL, SWIFT","Deal 2 damage to a random enemy"
"pc_m10","Spectral Gunner",3,"MINION","PHANTOM_CORSAIRS","COMMON",3,4,"PIRATE","SWIFT, DEPLOY","SWIFT. Deal 2 damage to a random enemy"
"pc_m11","Ghost Navigator",3,"MINION","PHANTOM_CORSAIRS","COMMON",2,5,"PIRATE","CLOAK, DRAIN","CLOAK. DRAIN"
"pc_m12","Corsair Duelist",3,"MINION","PHANTOM_CORSAIRS","COMMON",4,3,"PIRATE","BLITZ, DRAIN","Deal 2 damage to a random enemy"
"pc_m13","Phantom Boarder",4,"MINION","PHANTOM_CORSAIRS","COMMON",4,5,"PIRATE","SWIFT, CLOAK, DEPLOY","SWIFT. CLOAK. Deal 2 damage to a random enemy"
"pc_m14","Spectral Cannoneer",4,"MINION","PHANTOM_CORSAIRS","RARE",5,4,"PIRATE","BLITZ, DRAIN, DEPLOY","BLITZ. DRAIN. Deal 2 damage to a random enemy"
"pc_m15","Ghost Captain",4,"MINION","PHANTOM_CORSAIRS","COMMON",4,5,"PIRATE","SWIFT, DRAIN, LETHAL","SWIFT. DRAIN. LETHAL"
"pc_m16","Phantom Duelist",5,"MINION","PHANTOM_CORSAIRS","COMMON",5,6,"PIRATE","SWIFT, CLOAK, DRAIN","Deal 3 damage to a random enemy"
"pc_m17","Dread Pirate",5,"MINION","PHANTOM_CORSAIRS","RARE",6,5,"PIRATE","BLITZ, DRAIN, DEPLOY","BLITZ. DRAIN. Deal 3 damage to a random enemy"
"pc_m18","Ghost Galleon",6,"MINION","PHANTOM_CORSAIRS","COMMON",6,7,"PIRATE","SWIFT, CLOAK, DRAIN, DEPLOY","SWIFT. CLOAK. DRAIN. Summon two 1/1 Phantom Pirates"
"pc_m19","Corsair Flagship",6,"MINION","PHANTOM_CORSAIRS","RARE",5,8,"PIRATE","SWIFT, DRAIN, BLITZ, DEPLOY","SWIFT. DRAIN. BLITZ. Deal 2 damage to all enemy minions"
"pc_m20","Kraken of the Damned",8,"MINION","PHANTOM_CORSAIRS","EPIC",8,8,"PIRATE","SWIFT, CLOAK, DRAIN, LETHAL, DEPLOY","SWIFT. CLOAK. DRAIN. LETHAL. Deal 3 damage to all enemy minions"
"pc_m21","Dreadnought Specter",9,"MINION","PHANTOM_CORSAIRS","EPIC",8,10,"PIRATE","SWIFT, DRAIN, BLITZ, CLOAK, DEPLOY","SWIFT. DRAIN. BLITZ. CLOAK. Deal 5 damage to a random enemy"
"pc_phantom_admiral","PHANTOM ADMIRAL",7,"MINION","PHANTOM_CORSAIRS","EPIC",6,8,"PIRATE","LETHAL, SWIFT, DEPLOY","PHASE. ALL Pirates have PHASE. Whenever you play a card, steal a random card from your opponent's hand. Stolen cards cost (0)."
"hive_s1","Spawning Pit",1,"SPELL","HIVEMIND","COMMON",,,"","","Summon two 1/1 Drones"
"hive_s2","Infest",2,"SPELL","HIVEMIND","COMMON",,,"","","Summon two 1/1 Drones"
"hive_s3","Plague Swarm",3,"SPELL","HIVEMIND","RARE",,,"","","Deal 2 damage to all enemy minions"
"hive_s4","Brood Burst",4,"SPELL","HIVEMIND","COMMON",,,"","","Summon three 1/1 Drones"
"hive_s5","Swarm Tide",5,"SPELL","HIVEMIND","RARE",,,"","","Deal 2 damage to all enemy minions. Summon three 1/1 Drones"
"hive_st1","Hive Nexus",3,"STRUCTURE","HIVEMIND","COMMON",1,0,"","DEPLOY","Start of turn: Give all friendly minions +1/+0"
"hive_st2","Brood Pit",4,"STRUCTURE","HIVEMIND","RARE",,,"","DEPLOY","Start of turn: Summon two 1/1 Drones"
"hive_st3","Spawning Chamber",5,"STRUCTURE","HIVEMIND","COMMON",0,1,"","DEPLOY","Start of turn: Summon a 1/1 Drone. Give all friendly minions +0/+1"
"hive_m1","Egg Sac",1,"MINION","HIVEMIND","COMMON",0,4,"INSECT","GUARDIAN, LAST_WORDS","GUARDIAN. LAST WORDS: Summon two 1/1 Drones"
"hive_m2","Worker Drone",1,"MINION","HIVEMIND","COMMON",2,2,"INSECT","SWIFT","Draw a card"
"hive_m3","Skittering Scout",1,"MINION","HIVEMIND","COMMON",1,3,"INSECT","SWIFT, DEPLOY","SWIFT. Draw a card"
"hive_m4","Hatchling Swarm",1,"MINION","HIVEMIND","COMMON",2,2,"INSECT","BLITZ, DEPLOY","BLITZ. Summon a 1/1 Drone"
"hive_m5","Swarm Striker",2,"MINION","HIVEMIND","COMMON",2,2,"INSECT","SWIFT, DRAIN, LAST_WORDS","SWIFT. DRAIN. LAST WORDS: Deal 1 damage to a random enemy"
"hive_m6","Brood Tender",2,"MINION","HIVEMIND","COMMON",2,4,"INSECT","LETHAL, DEPLOY","LETHAL. Summon a 1/1 Drone"
"hive_m7","Acid Spitter",2,"MINION","HIVEMIND","COMMON",3,3,"INSECT","DOUBLE_STRIKE, DEPLOY","DOUBLE STRIKE. Deal 1 damage to a random enemy"
"hive_m8","Venomsting",2,"MINION","HIVEMIND","COMMON",2,3,"INSECT","LETHAL, LAST_WORDS","LETHAL. LAST WORDS: Deal 1 damage to all enemy minions"
"hive_m9","Tunnel Burrower",3,"MINION","HIVEMIND","COMMON",3,5,"INSECT","DRAIN, LAST_WORDS","DRAIN. LAST WORDS: Summon a 1/1 Drone"
"hive_m10","Hive Warrior",3,"MINION","HIVEMIND","COMMON",3,3,"INSECT","BLITZ, LAST_WORDS","BLITZ. DOUBLE STRIKE. LAST WORDS: Give a random friendly minion +1/+1"
"hive_m11","Parasite Injector",3,"MINION","HIVEMIND","RARE",3,4,"INSECT","LETHAL, DEPLOY","LETHAL. Deal 2 damage to a random enemy"
"hive_m12","Chitin Charger",4,"MINION","HIVEMIND","COMMON",4,4,"INSECT","DRAIN, LAST_WORDS","BLITZ. DRAIN. LAST WORDS: Deal 2 damage to a random enemy"
"hive_m13","Swarm Matriarch",4,"MINION","HIVEMIND","RARE",4,6,"INSECT","DRAIN, DEPLOY","DRAIN. Summon two 1/1 Drones"
"hive_m14","Hiveguard",4,"MINION","HIVEMIND","COMMON",3,7,"INSECT","GUARDIAN, DRAIN","GUARDIAN. DRAIN"
"hive_m15","Queen's Champion",5,"MINION","HIVEMIND","COMMON",5,6,"INSECT","DRAIN, DEPLOY","DRAIN. LETHAL. Summon two 1/1 Drones"
"hive_m16","Brood Carrier",5,"MINION","HIVEMIND","COMMON",5,7,"INSECT","LETHAL, BARRIER, DEPLOY","LETHAL. BARRIER. Summon three 1/1 Drones"
"hive_m17","Titan Beetle",6,"MINION","HIVEMIND","COMMON",6,6,"INSECT","SWIFT, BLITZ, DEPLOY, LAST_WORDS","SWIFT. BLITZ. Summon two 1/1 Drones. LAST WORDS: Deal 3 damage to a random enemy"
"hive_m18","Plague Bearer",6,"MINION","HIVEMIND","RARE",5,8,"INSECT","DRAIN, DEPLOY","DRAIN. LETHAL. Deal 2 damage to all enemy minions"
"hive_m19","Hive Colossus",7,"MINION","HIVEMIND","EPIC",6,9,"INSECT","DRAIN, DEPLOY","DRAIN. LETHAL. DOUBLE STRIKE. Summon three 1/1 Drones. Give all friendly minions +1/+0"
"hive_m20","Swarm Coordinator",4,"MINION","HIVEMIND","COMMON",4,6,"INSECT","SWIFT, DEPLOY","SWIFT. Give all friendly minions +1/+0"
"hive_overmind_skryx","OVERMIND SKRYX",9,"MINION","HIVEMIND","LEGENDARY",6,12,"INSECT","DRAIN, DOUBLE_STRIKE, DEPLOY, SWIFT, BLITZ, LETHAL","SWARM. Drones have SWARM, SWIFT, and LETHAL. Start of Turn: Fill your board with 1/1 Drones. Whenever a Drone attacks, summon another Drone."
"hive_the_brood_mother","THE BROOD MOTHER",8,"MINION","HIVEMIND","EPIC",7,10,"INSECT","DOUBLE_STRIKE, LETHAL, DEPLOY, LAST_WORDS","Deal 4 damage to a random enemy"
"astro_s1","Starfall",1,"SPELL","ASTROMANCERS","COMMON",,,"","","Deal 3 damage"
"astro_s2","Cosmic Insight",2,"SPELL","ASTROMANCERS","COMMON",,,"","","Draw 2 cards"
"astro_s3","Nebula Blast",3,"SPELL","ASTROMANCERS","RARE",,,"","","Deal 2 damage to all enemy minions"
"astro_s4","Celestial Blessing",4,"SPELL","ASTROMANCERS","COMMON",2,1,"","","Give all friendly minions +2/+1"
"astro_s5","Supernova",6,"SPELL","ASTROMANCERS","RARE",,,"","","Deal 4 damage to all enemies"
"astro_st1","Star Observatory",3,"STRUCTURE","ASTROMANCERS","COMMON",,,"","DEPLOY","Start of turn: Draw a card"
"astro_st2","Astral Beacon",4,"STRUCTURE","ASTROMANCERS","RARE",1,0,"","DEPLOY","Start of turn: Give all friendly minions +1/+0"
"astro_m1","Star Pupil",1,"MINION","ASTROMANCERS","COMMON",2,2,"","SWIFT","DOUBLE STRIKE"
"astro_m2","Cosmic Sprite",1,"MINION","ASTROMANCERS","COMMON",2,2,"","SWIFT","SWIFT"
"astro_m3","Moon Shard",1,"MINION","ASTROMANCERS","COMMON",2,3,"","BARRIER","Deal 1 damage to a random enemy"
"astro_m4","Astral Wisp",1,"MINION","ASTROMANCERS","COMMON",2,1,"","SWIFT, DEPLOY","BLITZ. Deal 1 damage to a random enemy"
"astro_m5","Stargazer",2,"MINION","ASTROMANCERS","COMMON",2,3,"","SWIFT, DEPLOY","DOUBLE STRIKE. Draw a card"
"astro_m6","Nebula Walker",2,"MINION","ASTROMANCERS","COMMON",3,2,"","BARRIER","BARRIER. BLITZ"
"astro_m7","Comet Rider",2,"MINION","ASTROMANCERS","COMMON",3,3,"","GUARDIAN","SWIFT"
"astro_m8","Celestial Acolyte",2,"MINION","ASTROMANCERS","COMMON",2,4,"","DRAIN, DEPLOY","DRAIN. Restore 2 health to your hero"
"astro_m9","Constellation Knight",3,"MINION","ASTROMANCERS","RARE",3,4,"","DRAIN","Deal 2 damage to a random enemy"
"astro_m10","Solar Flare Mage",3,"MINION","ASTROMANCERS","COMMON",3,4,"","SWIFT, DEPLOY","BLITZ. Deal 2 damage to a random enemy"
"astro_m11","Meteor Sentinel",3,"MINION","ASTROMANCERS","COMMON",2,6,"","BARRIER, GUARDIAN","BARRIER. GUARDIAN"
"astro_m12","Twilight Striker",3,"MINION","ASTROMANCERS","COMMON",4,3,"","SWIFT","Deal 1 damage to a random enemy"
